id,Churn,genero,tiene +60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensal,total_cobrado
9503-XJUME,No,Masculino,0,No,Sí,52,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),19.65,928.4
9504-DSHWM,No,Masculino,0,No,No,20,Sí,Sí,DSL,Sí,No,No,Sí,No,No,Mensual,No,Transferencia bancaria (automática),59.2,1191.2
9504-YAZWB,No,Femenino,0,No,No,53,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.25,1048.45
9505-SQFSW,No,Femenino,0,Sí,Sí,3,No,Sin servicio de teléfono,DSL,No,Sí,No,No,No,Sí,Mensual,No,Cheque enviado por correo,40.3,92.5
9506-UXUSK,No,Masculino,0,No,No,13,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,70.15,931.75
9507-EXLTT,Sí,Femenino,0,Sí,No,1,Sí,No,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),79.35,79.35
9507-HSMMZ,No,Masculino,0,No,No,54,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.0,1149.65
9508-ILZDG,No,Femenino,1,No,No,34,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,No,Mensual,Yes,Cheque electrónico,96.35,3190.25
9509-MPYOD,No,Femenino,0,No,No,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.75,700.45
9512-PHSMG,No,Femenino,0,Sí,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,20.55,252.75
9512-UIBFX,Sí,Masculino,0,Sí,Sí,18,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,No,Cheque enviado por correo,95.15,1779.95
9513-DXHDA,No,Masculino,0,No,No,27,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Anual,No,Cheque electrónico,81.7,2212.55
9514-JDSKI,Sí,Masculino,1,Sí,No,1,No,Sin servicio de teléfono,DSL,No,Sí,No,No,Sí,No,Mensual,No,Cheque electrónico,40.2,40.2
9518-IMLHK,No,Masculino,0,No,No,31,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Mensual,Yes,Transferencia bancaria (automática),72.45,2156.25
9518-RWHZL,Sí,Femenino,0,No,No,64,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),100.05,6254.2
9518-XXBXE,No,Masculino,1,Sí,No,10,Sí,No,Fiber optic,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,75.3,720.45
9522-BNTHX,No,Femenino,1,No,No,34,No,Sin servicio de teléfono,DSL,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,56.25,1765.95
9522-ZSINC,No,Masculino,0,No,No,13,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Cheque electrónico,19.95,253.8
9524-EGPJC,Sí,Femenino,0,No,No,18,Sí,Sí,Fiber optic,No,No,No,Sí,No,Sí,Mensual,Yes,Cheque electrónico,90.1,1612.75
9526-BIHHD,Sí,Masculino,0,No,No,1,No,Sin servicio de teléfono,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque enviado por correo,29.7,29.7
9526-JAWYF,Sí,Masculino,0,No,No,26,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,No,Mensual,No,Cheque electrónico,89.8,2335.3
9529-OFXHY,No,Masculino,0,No,No,15,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),87.75,1242.2
9530-EHPOH,Sí,Masculino,0,No,No,11,Sí,Sí,DSL,No,No,Sí,No,No,No,Mensual,No,Cheque electrónico,53.75,608.0
9530-GRMJG,No,Masculino,0,Sí,Sí,70,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque electrónico,84.1,5979.7
9531-NSBMR,No,Femenino,0,No,No,36,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Transferencia bancaria (automática),19.25,679.8
9534-NSXEM,No,Masculino,0,No,No,26,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Tarjeta de crédito (automático),20.65,595.5
9537-JALFH,No,Masculino,0,Sí,Sí,69,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),19.9,1356.7
9537-VHDTA,No,Femenino,0,No,Sí,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque enviado por correo,51.2,51.2
9540-JYROE,Sí,Masculino,0,No,No,8,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,70.1,551.35
9541-PWTWO,No,Femenino,0,No,No,52,Sí,Sí,DSL,No,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),80.95,4233.95
9541-ZPSEA,No,Masculino,0,Sí,Sí,68,Sí,No,Fiber optic,Sí,No,Sí,No,No,No,Bienal,No,Tarjeta de crédito (automático),80.35,5375.15
9544-PYPSJ,No,Femenino,1,Sí,Sí,62,Sí,Sí,Fiber optic,No,Sí,Sí,No,No,Sí,Mensual,Yes,Tarjeta de crédito (automático),96.1,6019.35
9546-CQJSU,Sí,Femenino,0,No,No,2,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Mensual,Yes,Cheque electrónico,91.4,193.6
9546-KDTRB,No,Femenino,0,No,No,19,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),24.7,465.85
9547-ITEFG,No,Masculino,0,Sí,Sí,9,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),102.6,897.75
9548-LERKT,No,Masculino,0,Sí,No,24,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.75,483.15
9548-LIGTA,No,Masculino,0,Sí,No,61,Sí,No,DSL,Sí,Sí,No,Sí,Sí,Sí,Bienal,Yes,Cheque enviado por correo,81.05,4747.65
9548-ZMVTX,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,No,No,Bienal,No,Transferencia bancaria (automática),90.45,6565.85
9552-TGUZV,No,Masculino,0,Sí,No,8,Sí,No,Fiber optic,Sí,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,75.0,658.1
9553-DLCLU,No,Femenino,0,No,Sí,13,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),88.95,1161.75
9554-DFKIC,No,Masculino,0,Sí,Sí,30,Sí,Sí,DSL,Sí,No,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),54.45,1588.7
9555-SAHUZ,No,Femenino,0,Sí,Sí,38,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque electrónico,54.5,2076.05
9558-IHEZX,No,Femenino,0,No,No,71,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),106.75,7283.25
9560-ARGQJ,Sí,Femenino,0,No,Sí,16,Sí,No,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,81.0,1312.15
9560-BBZXK,No,Femenino,0,No,No,36,No,Sin servicio de teléfono,DSL,Sí,No,No,No,No,No,Bienal,No,Transferencia bancaria (automática),31.05,1126.35
9564-KCLHR,Sí,Masculino,0,No,No,1,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,No,Cheque enviado por correo,51.25,51.25
9565-AXSMR,No,Masculino,0,Sí,Sí,52,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.2,1054.75
9565-DJPIB,Sí,Femenino,0,No,Sí,4,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,No,Mensual,No,Cheque enviado por correo,89.6,365.65
9565-FLVCG,No,Masculino,0,Sí,Sí,65,Sí,Sí,DSL,Sí,Sí,No,No,No,Sí,Bienal,Yes,Cheque enviado por correo,69.55,4459.15
9565-JSNFM,Sí,Masculino,0,No,No,38,Sí,No,Fiber optic,No,No,No,No,No,No,Anual,Yes,Transferencia bancaria (automática),70.45,2597.6
9570-KYEUA,No,Masculino,0,No,No,64,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,No,Sí,Bienal,No,Tarjeta de crédito (automático),99.25,6549.45
9571-EDEBV,No,Masculino,0,Sí,No,71,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),98.65,6962.85
9572-MTILT,Sí,Masculino,0,Sí,No,59,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,No,Mensual,Yes,Cheque electrónico,106.75,6252.9
9572-WUKSB,No,Masculino,0,Sí,No,3,No,Sin servicio de teléfono,DSL,No,No,No,Sí,No,No,Mensual,Yes,Cheque electrónico,29.9,92.25
9574-BOSMD,No,Masculino,0,Sí,Sí,68,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),25.4,1620.2
9574-RKJIF,Sí,Masculino,0,Sí,Sí,30,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,No,Mensual,Yes,Cheque electrónico,94.4,2838.7
9575-IWCAZ,No,Masculino,0,Sí,No,6,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,25.1,171.0
9576-ANLXO,Sí,Femenino,0,No,No,3,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),69.55,222.3
9576-SYUHJ,No,Masculino,0,No,No,37,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,91.15,3369.25
9577-WJVCQ,No,Femenino,0,No,No,68,Sí,Sí,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque enviado por correo,54.45,3687.75
9578-FOMUK,No,Masculino,0,No,Sí,15,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque electrónico,24.8,324.15
9578-VRMNM,Sí,Femenino,0,No,No,16,Sí,Sí,DSL,No,No,Sí,No,No,Sí,Mensual,Yes,Tarjeta de crédito (automático),65.2,1043.35
9581-GVBXT,No,Masculino,0,Sí,Sí,59,No,Sin servicio de teléfono,DSL,Sí,No,Sí,No,No,No,Anual,No,Cheque enviado por correo,34.8,1980.3
9584-EXCDZ,No,Femenino,0,No,No,17,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),70.5,1165.6
9585-KKMFD,No,Masculino,0,Sí,Sí,41,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Cheque enviado por correo,20.0,879.8
9586-JGQKH,No,Femenino,0,Sí,No,64,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),105.4,6794.75
9588-OZDMQ,No,Femenino,0,Sí,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,45.0,89.75
9588-YRFHY,No,Masculino,0,No,No,49,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Tarjeta de crédito (automático),19.9,1022.6
9589-ABEPT,No,Masculino,0,Sí,No,69,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,No,Bienal,Yes,Cheque enviado por correo,92.45,6460.55
9591-YVTEB,No,Masculino,1,No,No,55,No,Sin servicio de teléfono,DSL,Sí,Sí,No,No,Sí,No,Mensual,Yes,Cheque electrónico,44.85,2479.05
9592-ERDKV,No,Masculino,0,Sí,No,37,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí,Anual,No,Cheque enviado por correo,79.25,2911.8
9593-CVZKR,No,Femenino,0,Sí,Sí,56,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Cheque enviado por correo,24.45,1385.85
9600-NAXZN,Sí,Masculino,0,No,No,43,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,101.4,4528.0
9600-UDOPK,Sí,Masculino,0,Sí,No,30,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),94.05,2866.45
9601-BRXPO,Sí,Femenino,0,Sí,No,25,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Transferencia bancaria (automática),104.95,2566.5
9602-WCXPI,No,Masculino,0,No,No,50,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),20.15,989.05
9603-OAIHC,No,Masculino,1,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,70.05,70.05
9605-WGJVW,No,Femenino,1,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,70.2,70.2
9606-PBKBQ,Sí,Masculino,1,Sí,No,32,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,85.0,2642.05
9609-BENEA,No,Masculino,0,Sí,No,35,Sí,Sí,DSL,No,Sí,No,Sí,Sí,No,Anual,Yes,Cheque electrónico,69.0,2441.7
9610-WCESF,No,Masculino,0,No,No,67,No,Sin servicio de teléfono,DSL,Sí,No,No,Sí,Sí,No,Bienal,No,Cheque electrónico,43.9,3097.2
9611-CTWIH,Sí,Femenino,0,No,No,3,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,89.45,240.45
9614-RMGHA,Sí,Masculino,0,Sí,No,65,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),91.85,5940.85
9617-INGJY,No,Masculino,0,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,70.6,70.6
9617-UDPEU,No,Femenino,0,No,No,22,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Cheque enviado por correo,19.25,412.55
9618-LFJRU,No,Femenino,0,No,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),20.45,82.85
9619-GSATL,No,Femenino,0,No,No,43,Sí,No,DSL,No,Sí,No,Sí,No,No,Anual,No,Cheque electrónico,55.45,2444.25
9620-ENEJV,No,Femenino,0,No,No,6,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),70.55,433.95
9620-QJREV,No,Masculino,0,No,Sí,47,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),20.55,1013.05
9621-OUPYD,No,Femenino,0,Sí,No,25,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Transferencia bancaria (automática),20.2,507.9
9624-EGDEQ,No,Femenino,0,No,No,37,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.8,813.3
9625-QNLUX,No,Masculino,0,Sí,Sí,68,Sí,No,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),103.25,7074.4
9625-QSTYE,Sí,Femenino,0,No,No,13,Sí,No,Fiber optic,No,Sí,Sí,No,No,No,Mensual,Yes,Cheque electrónico,81.15,952.3
9625-RZFUK,No,Masculino,0,Sí,Sí,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.7,1275.85
9626-VFRGG,No,Femenino,0,No,Sí,41,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),88.5,3645.05
9626-WEQRM,No,Femenino,0,No,No,4,No,Sin servicio de teléfono,DSL,Sí,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,29.15,110.05
9629-NHXFW,No,Femenino,0,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,19.4,19.4
9631-RXVJM,No,Masculino,0,No,No,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.25,677.9
9631-XEYKE,No,Masculino,0,No,No,3,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),50.4,137.25
9633-DENPU,No,Femenino,0,Sí,No,47,Sí,No,DSL,No,Sí,No,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),58.6,2723.4
9633-XQABV,No,Femenino,0,No,No,3,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,70.25,229.7
9637-CDTKZ,No,Masculino,0,Sí,No,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),114.1,8086.4
9637-EIHEQ,Sí,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Yes,Cheque electrónico,50.8,50.8
9638-JIQYA,No,Masculino,0,No,No,2,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),24.9,49.7
9639-BUJXT,No,Masculino,0,No,No,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.5,1328.15
9640-ZSLDC,No,Femenino,0,Sí,Sí,53,Sí,No,DSL,No,No,Sí,No,No,Sí,Anual,No,Tarjeta de crédito (automático),60.6,3297.0
9643-AVVWI,No,Femenino,0,Sí,Sí,3,Sí,No,Fiber optic,No,Sí,No,Sí,No,No,Mensual,Yes,Cheque electrónico,80.0,241.3
9643-YBLUR,No,Masculino,0,Sí,No,9,Sí,Sí,DSL,No,Sí,Sí,No,No,Sí,Mensual,Yes,Tarjeta de crédito (automático),69.05,653.95
9644-KVCNC,No,Femenino,0,No,No,66,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Anual,Yes,Transferencia bancaria (automática),92.15,6056.9
9644-UMGQA,No,Masculino,0,Sí,Sí,6,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Yes,Cheque electrónico,49.15,295.65
9646-NMHXE,No,Masculino,0,Sí,No,47,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.65,973.1
9647-ERGBE,Sí,Femenino,0,Sí,Sí,30,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,100.05,3046.15
9648-BCHKM,No,Femenino,0,Sí,Sí,18,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Tarjeta de crédito (automático),24.65,471.35
9650-VBUOG,No,Masculino,0,Sí,Sí,38,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.05,963.95
9651-GTSAQ,Sí,Femenino,0,Sí,No,53,Sí,No,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),106.1,5769.75
9658-WYUFB,Sí,Femenino,0,No,No,17,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,No,Mensual,Yes,Cheque electrónico,94.4,1617.5
9659-QEQSY,No,Femenino,0,No,No,45,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,115.65,5125.5
9659-ZTWSM,No,Masculino,1,Sí,No,66,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),107.35,7051.95
9661-ACXBS,Sí,Femenino,0,No,No,42,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,105.2,4400.75
9661-JALZV,No,Femenino,0,No,No,58,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Tarjeta de crédito (automático),24.7,1519.0
9661-MHUMO,Sí,Masculino,1,Sí,Sí,1,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Yes,Tarjeta de crédito (automático),49.25,49.25
9667-EQRXU,Sí,Femenino,1,No,No,30,No,Sin servicio de teléfono,DSL,No,No,Sí,No,Sí,No,Mensual,Yes,Cheque electrónico,40.3,1172.95
9667-TKTVZ,No,Femenino,0,No,No,2,Sí,Sí,DSL,No,No,No,Sí,No,No,Mensual,Yes,Cheque enviado por correo,54.35,117.05
9668-PUGNU,No,Masculino,0,Sí,No,71,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Cheque electrónico,24.5,1816.2
9670-BPNXF,No,Femenino,0,No,No,45,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Anual,Yes,Tarjeta de crédito (automático),62.55,2796.45
9674-EHPPG,No,Masculino,0,Sí,No,46,No,Sin servicio de teléfono,DSL,Sí,No,Sí,Sí,No,No,Bienal,No,Tarjeta de crédito (automático),40.4,1842.7
9675-ICXCT,No,Masculino,0,Sí,Sí,72,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque electrónico,80.8,5728.55
9677-AVKED,No,Femenino,0,No,Sí,53,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Cheque electrónico,84.6,4449.75
9680-NIAUV,No,Femenino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),109.7,8129.3
9681-KYGYB,No,Masculino,1,Sí,No,49,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,No,No,Mensual,Yes,Cheque electrónico,88.2,4159.45
9681-OXGVC,Sí,Femenino,0,No,No,5,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,100.5,514.0
9685-WKZGT,Sí,Masculino,1,No,No,14,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,74.95,1036.75
9688-YGXVR,No,Femenino,0,No,No,44,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,No,Mensual,Yes,Tarjeta de crédito (automático),88.15,3973.2
9689-PTNPG,Sí,Masculino,0,No,No,2,Sí,No,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,80.25,144.55
9691-HKOVS,No,Femenino,0,Sí,No,55,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Cheque electrónico,90.15,4916.95
9692-TUSXH,Sí,Femenino,0,No,No,18,Sí,No,Fiber optic,Sí,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,96.05,1740.7
9693-XMUOB,No,Masculino,1,Sí,No,59,No,Sin servicio de teléfono,DSL,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,50.25,2997.45
9695-IDRZR,No,Femenino,0,No,Sí,34,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),116.15,3946.9
9696-RMYBA,No,Masculino,0,No,No,5,Sí,No,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Cheque enviado por correo,80.1,398.55
9699-UBQFS,No,Femenino,1,Sí,No,43,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,No,Mensual,Yes,Cheque electrónico,94.5,4156.8
9700-ISPUP,No,Femenino,0,Sí,Sí,10,Sí,No,DSL,No,Sí,No,Sí,No,Sí,Mensual,Yes,Cheque electrónico,65.5,616.9
9700-ZCLOT,No,Masculino,0,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.0,32.7
9701-CDXHR,No,Femenino,0,Sí,No,51,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,69.15,3649.6
9702-AIUJO,No,Masculino,0,Sí,Sí,50,Sí,No,DSL,No,No,No,No,No,No,Anual,Yes,Transferencia bancaria (automática),44.8,2230.85
9705-IOVQQ,No,Masculino,1,Sí,Sí,61,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Anual,No,Cheque electrónico,99.0,5969.3
9705-ZJBCG,No,Femenino,0,Sí,Sí,13,Sí,No,DSL,Sí,No,No,Sí,No,No,Anual,No,Transferencia bancaria (automática),54.15,701.05
9708-HPXWZ,No,Masculino,1,No,No,5,No,Sin servicio de teléfono,DSL,No,No,Sí,Sí,Sí,No,Mensual,No,Tarjeta de crédito (automático),45.4,214.75
9708-KFDBY,No,Masculino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),20.55,20.55
